Job_Id,android,docker,google cloud platform,ios,kubernetes,linux,wordpress
1,,,,,,,
2,,,,,,,
3,,1.0,,,1.0,,
4,,,,,,,
5,,1.0,1.0,,,1.0,
6,,1.0,,,1.0,1.0,
7,,,,,,,
8,,,,,,,
9,,,,,,,
10,,,,,,,
11,,,,,,1.0,
12,,1.0,,,,,
13,,,,,,,
14,,,,,,,
15,,,,,,,
16,,,,,,,
17,,,,,,,
18,,,,,,,
19,,,,,,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,,,1.0,,,,
24,,,,,,1.0,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,1.0,,,1.0,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,1.0,,,1.0,,,
36,,,1.0,,,,
37,,,,,,,
38,,1.0,,,1.0,1.0,
39,,,,,,,
40,,,,,,1.0,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,1.0,
52,,,,,,,
53,,1.0,,,1.0,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,1.0,,,,1.0,
59,,,,,,,
60,,,,,,,
61,1.0,,,1.0,,1.0,
62,,,,,,1.0,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,1.0,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,1.0,
77,,,,,,,
78,,,,,,,
79,1.0,,,,,,
80,,,,,,1.0,
81,,,,,1.0,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,1.0,,1.0,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,1.0,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
101,,,,,,,
102,,,,,,,
103,,,,,,,
104,,,,,,,
105,,,,,,,
106,,,,,,,
107,,,1.0,,,,
108,,,,,,,
109,,,,,,,
110,,,,,,1.0,
111,,,,,,,
112,,,,,,,
113,,,,,,,
114,,,,,,,
115,,,,,,,
116,,,,,,,
117,,1.0,,,,1.0,
118,,,,,,,
119,,1.0,,,1.0,,
120,,,,,,,
121,,,,,,,
122,,,,,,,
123,,,,,,,
124,,,,,,,
125,,,,,,,
126,,,,,,,
127,,,,,,,
128,,,,,,,
129,,1.0,,,1.0,,
130,,,,,,,
131,,,,,,,
132,,1.0,,,,1.0,
133,,,,,,,
134,,,,,,,
135,,,,,,1.0,
136,,,,,,,
137,,,,,,,
138,,,,,,,
139,,,,,,,
140,,,,,,,
141,,,,,,1.0,
142,,1.0,,,1.0,,
143,,,,,,,
144,,,,,,,
145,,,,,,,
146,,,,,,,
147,,,,,,,
148,,,,,,1.0,
149,,,,,,1.0,
150,,,,,,,
151,,,,,,,
152,,1.0,,,1.0,1.0,
153,,,,,,,
154,,,,,,,
155,,,,,,,
156,,,,,,,
157,,,,,,,
158,,,,,,,
159,,,,,,,
160,,,,,,,
161,,1.0,,,1.0,,
162,,,,,,,
163,,,,,,,
164,,,,,,,
165,,,,,,,
166,,,,,,,
167,,,,,,,
168,,,,,,,
169,,,,,,,
170,,,,,,1.0,
171,,,,,,,
172,,,,,,,
173,,,,,,,
174,,,,,,,
175,,,,,,,
176,,,,1.0,,,
177,,,,,,,
178,,,,,,,
179,,,,,,,
180,,,,,,,
181,,,,,,,
182,,,,,,,
183,,,,,,,
184,,,,,,,
185,,,,,,,
186,,,,,,,
187,,,,1.0,,,
188,,,1.0,,,,
189,,,,1.0,,,
190,1.0,,,,,,
191,,,,,,,
192,,,,,,,
193,,,,1.0,,,
194,,,,,,,
195,,,,1.0,,,
196,,,,,,,
197,,,,,,,
198,,,,,,,
199,,1.0,1.0,,1.0,,
200,,,,,,,
201,,,,,,,
202,,1.0,1.0,,1.0,,
203,,,,,,,
204,,,,,,,
205,,,,,,,
206,,,,,,,
207,,,,,,,
208,,,,,,,
209,,,,,,,
210,,,,,,1.0,
211,,,,,,,
212,,,,,,,
213,,,,,,,
214,,1.0,,,1.0,1.0,
215,,,,,,1.0,
216,,,,,,1.0,
217,,,,,,,
218,,,,,,,
219,,,,,,,
220,,,,,,,
221,,,,,,,1.0
222,,,,,,,
223,,1.0,,,,,
224,,,,,,,
225,,,,,,1.0,
226,,,,,1.0,,
227,,,,,,,
228,,1.0,,,,1.0,
229,,,,,,1.0,
230,,,,,,,
231,,,,,,,
232,,,,,,1.0,
233,,,,,,,
234,,,,,,,
235,,1.0,,,,1.0,
236,,,,,,,
237,,1.0,,,,,
238,,,,,,,
239,,,,,,,
240,,,,,,,
241,,,,,,,
242,,,,,,,
243,,,,,,,
244,,1.0,,,1.0,,
245,,,,,,,
246,,,,,,1.0,
247,,,,,,,
248,,,,,,,
249,,,,,,,
250,,1.0,,,1.0,,
251,,,,,,1.0,
252,,,,,,,
253,,,,,,,
254,,,,,,1.0,
255,,,,,,,
256,,,,,,1.0,
257,,,,,,,
258,,1.0,,,,,
259,,,,,,,
260,,,,,,,
261,,,,1.0,,,
262,,,,,,,
263,,1.0,,,1.0,,
264,,,,,,,
265,,,,,,,
266,,1.0,,,1.0,1.0,
267,,,1.0,,,,
268,,,,,,,
269,,,,,,,
270,,1.0,,,1.0,,
271,,,,,,,
272,,,,,,,
273,,,,,,1.0,
274,,,,,,,
275,,1.0,,,1.0,1.0,
276,,,,,,,
277,,,,,,,
278,,,,,,,
279,,,,,1.0,,
280,,1.0,,,1.0,1.0,
281,,,,,,,
282,,,,,,,
283,,,,,,,
284,,,,,,,
285,,1.0,,,1.0,,
286,,1.0,,,1.0,,
287,,,,,,,
288,,,,1.0,,,
289,,,,,,,
290,,,,,,,
291,,,,,,,
292,,,,,,,
293,,,,,,,
294,,1.0,,,1.0,,
295,,,,,,,
296,,,,,,,
297,,,,,,,
298,,,,,,,
299,,,,,,,
300,,,,,,,
301,,1.0,,,1.0,1.0,
302,,,,,,,
303,,,,,,1.0,
304,,,,,,,
305,,,,,,,
306,,,,,,1.0,
307,,,,,,,
308,,,,,,,
309,,,,,,,
310,,,,,,,
311,,,,,,,
312,,,,,,,
313,,,,,,,
314,,,,,,,
315,,,,,,,1.0
316,,,,,,,
317,,,,,,,
318,,,,,,,
319,,,,,,,
320,,,,,,,
321,,,,,,,
322,,,,,,,
323,,,,,,,
324,,,,,,,
325,,,,,,,
326,,,,,,,
327,,,,,,,
328,,,,,1.0,,
329,,,,,,,
330,,,,,,1.0,
331,,,,,,,
332,,,,,,1.0,
333,,,,,,1.0,
334,,,,,,,
335,,,,,,,
336,,,,,,,
337,,,,,,,
338,,,,,,,
339,,,,,,1.0,
340,,,,,,,
341,1.0,,,1.0,,,
342,,,,,,,
343,,,,,,,
344,,,,,1.0,,
345,,,,,,,
346,,1.0,,,,1.0,
347,,,,,,,
348,,,,,,,
349,,,,,,,
350,,,,,,,
351,,,,,,,
352,,,,,,,
353,,,,,,,
354,,,,,,,
355,,,,,,,
356,,,,,,,
357,,,,,,,
358,,,,,,,
359,,,,,,,
360,,,,,,1.0,
361,,,,,,,
362,,,,,,,
363,,,,,,,
364,,,,,,,
365,,,,,,,
366,,,,,,,
367,,,,,,,
368,,,,,,,
369,,1.0,,,1.0,,
370,,1.0,,,,,
371,,1.0,1.0,,,,
372,,1.0,,,1.0,,
373,,,,,,,
374,,,,,,,
375,,,,,,,
376,,1.0,,,1.0,1.0,
377,,,,,,,
378,,,,,,,
379,,,,,,,
380,,,,,,,
381,,,,,,,
382,,1.0,,,1.0,,
383,,,,,,,
384,,,,,,,
385,,,,,,,
386,,,,,,,
387,1.0,,,,,,
388,,,,,,,
389,,,,,,,
390,,,,,,,
391,,,,,,,
392,,,,,,,
393,,,,,,,
394,,,,,,,
395,,,,,,,
396,,,,,,,
397,,,,,,,
398,,,,,,,
399,,,,,,,
400,,,,,,,
401,,,,,,,
402,,,,,,,
403,,,,,,,
404,,,,,,,
405,,,,,,,
406,,,,,,,
407,,,,,,,
408,,,,,,,
409,,1.0,,,,,
410,,,,,,,
411,,,,,,,
412,,,,,,,
413,,,,,,,
414,,,,,,,
415,,,,,,,
416,,,,,,,
417,,,,,,,
418,,,,,,,
419,,1.0,,,,,
420,,,,,,,
421,,,,,,,
422,,,,,,,
423,,1.0,,,,,
424,,,,,,,
425,,,,,,,
426,,,,,,,
427,,,,,,,
428,,,,,,,
429,,,,,,,
430,,,,,,,
431,,,,,,,
432,,,,,,,
433,,,,,,,
434,,,,,,,
435,,,,,,,
436,,,,,,,
437,,,,,,,
438,,,,,,,
439,,,,,,,
440,,,,,,,
441,,,,,,,
442,,,,,,1.0,
443,,,,,,,
444,,,,,,,
445,,,,,,,
446,,,,,,,
447,,,,,,,
448,,,,,,,
449,,1.0,,,,,
450,,,,,,1.0,
451,,,,,,,
452,,,,,,,
453,,,,,,,
454,,1.0,,,,,
455,,1.0,,,,,
456,,,,,,,
457,,,,,,,
458,,1.0,,,1.0,1.0,
459,,,,,,,
460,,,,,,,
461,,,,,,,1.0
462,1.0,,,1.0,1.0,,
463,,,,,,1.0,
464,,,,1.0,1.0,,
465,,,,,,1.0,
466,,,,,,,
467,,,,,,,
468,,,,,,,
469,1.0,,,1.0,,,
470,,,,,,,
471,,,,,,,
472,,,,,,,
473,,,,,,,
474,,,,,,,
475,,,,,,,
476,,,,,,,
477,,,,,,,
478,,,,,,1.0,
479,,,,,,,
480,,,,,,,
481,,,,,,,
482,1.0,,,,,,
483,,,,1.0,,,
484,,,,,,,
485,,,,,,,
486,,,,,,,
487,,,,,,,
488,,,,,,,
489,,,,,,,
490,1.0,,,,,,
491,,,,,,,
492,,,,,,,
493,,,,,,,
494,,,,,,,
495,,,,,,,
496,,,,,,,
497,,,,,,,
498,,,,,,,
499,,,,,,,
500,,,,,,,
501,,,,,,,
502,,,,,,,
503,,1.0,,,1.0,1.0,
504,,,,,,,
505,,,,,,,
506,,,,,,,
507,,,,,,,
508,,,,,,,
509,,,,,,,
510,,,,,,,
511,,,,,,,
512,,,,,,,
513,,,,,,,
514,,,,,,,
515,,,,,,,
516,,,1.0,,,,
517,,,,,,,
518,,,,,,,
519,,,,,,,
520,,,,,,,1.0
521,,,,,,,
522,,,,,,,
523,,,,1.0,,,
524,,,,,,,
525,,,,,,,
526,,1.0,,,,1.0,
527,,,,,,,
528,,,,,,,
529,,,,,,,
530,,,,,,,
531,,,,,,,
532,1.0,,,1.0,,,
533,,,,,,,
534,,,,,,,
535,,,,,,,
536,,,,,,,
537,,,,,,,
538,,,,,,,
539,,1.0,,,1.0,,
540,,,,,,,
541,1.0,,,1.0,,,
542,,,,,,,
543,,,,,,1.0,
544,,,,,,,
545,,,,,,,
546,,,,,,,
547,,,,,,,
548,,,,,,,
549,,,,,,,
550,,,,,,,
551,,,,,,,
552,,,,,,,
553,,,,,,,
554,,,,,,,
555,,,,,,1.0,
556,,,,,,,
557,,,,,,,
558,,,,,,,
559,,,,,,,
560,,,,,,,
561,,,1.0,,,1.0,
562,,,,,,1.0,
563,,,,,,,
564,,,,,,,
565,,,,,,,
566,,,,,,,
567,,,,,,,
568,,1.0,,,1.0,,
569,,,,,,,
570,,,,,,1.0,
571,,,,,,,
572,,,,,,,
573,,,,,,,
574,,,,,,,
575,,1.0,,,,1.0,
576,,,,,,,
577,,,,,,,
578,,,,,,,
579,,,,,,1.0,
580,,,,,,,
581,,,,,,,
582,,,,,,1.0,
583,,,,,,,
584,,,,,,1.0,
585,,,,,,1.0,
586,,,,,,1.0,
587,,,,,,,
588,,,,,,1.0,
589,,,,,,,
590,,,,,,1.0,
591,,,,,,1.0,
592,,,,,,1.0,
593,,,,,,,
594,,,,,,,
595,,,,,,,
596,,,,,,,
597,,,,,,,
598,,,,,,,
599,,,,,,,
600,,,,,,,
601,,,,,,,
602,,,,,,,
603,,,,,,,
604,,,,,,,
605,,,,,,,
606,,,,,,,
607,,,,,,,
608,,,1.0,,,1.0,
609,,,,,,,
610,,,,,,,
611,,,,,,,
612,,1.0,,,,,
613,,,,,,1.0,
614,,,,,,,
615,,,,,,,
